order_date,region,category,sales,profit,quantity,discount,target,row_id,order_id,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,product_id,subcategory,product_name
2016-12-09,Central,Office Supplies,19.46,5.0596,7,0.0,20.433000000000003,22,CA-2016-137330,12/13/2016,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,OFF-AR-10000246,Art,Newell 318
2016-12-09,Central,Office Supplies,60.34,15.6884,7,0.0,63.357000000000006,23,CA-2016-137330,12/13/2016,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,OFF-AP-10001492,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
2017-07-16,East,Furniture,71.372,-1.0196,2,0.3,74.9406,24,US-2017-156909,7/18/2017,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,FUR-CH-10002774,Chairs,"Global Deluxe Stacking Chair, Gray"
2015-09-25,West,Furniture,1044.63,240.2649,3,0.0,1096.8615000000002,25,CA-2015-106320,9/30/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,FUR-TA-10000577,Tables,Bretford CR4500 Series Slim Rectangular Table
2016-01-16,West,Office Supplies,11.648,4.2224,2,0.2,12.2304,26,CA-2016-121755,1/20/2016,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,OFF-BI-10001634,Binders,Wilson Jones Active Use Binders
2016-01-16,West,Technology,90.57,11.7741,3,0.0,95.0985,27,CA-2016-121755,1/20/2016,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,TEC-AC-10003027,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
2015-09-17,East,Furniture,3083.43,-1665.0522,7,0.5,3237.6014999999998,28,US-2015-150630,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,FUR-BO-10004834,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"
2015-09-17,East,Office Supplies,9.618,-7.0532,2,0.7,10.0989,29,US-2015-150630,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10000474,Binders,Avery Recycled Flexi-View Covers for Binding Systems
2015-09-17,East,Furniture,124.2,15.525,3,0.2,130.41,30,US-2015-150630,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,FUR-FU-10004848,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
2015-09-17,East,Office Supplies,3.264,1.1016,2,0.2,3.4272,31,US-2015-150630,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-EN-10001509,Envelopes,Poly String Tie Envelopes
2015-09-17,East,Office Supplies,86.304,9.7092,6,0.2,90.6192,32,US-2015-150630,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-AR-10004042,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
2015-09-17,East,Office Supplies,6.858,-5.715,6,0.7,7.2009,33,US-2015-150630,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-BI-10001525,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red"
2015-09-17,East,Office Supplies,15.76,3.546,2,0.2,16.548000000000002,34,US-2015-150630,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,OFF-AR-10001683,Art,Lumber Crayons
2017-10-19,Central,Office Supplies,29.472,9.9468,3,0.2,30.945600000000002,35,CA-2017-107727,10/23/2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,OFF-PA-10000249,Paper,Easy-staple paper
2016-12-08,Central,Technology,1097.544,123.4737,7,0.2,1152.4212000000002,36,CA-2016-117590,12/10/2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,TEC-PH-10004977,Phones,GE 30524EE4
2016-12-08,Central,Furniture,190.92,-147.963,5,0.6,200.466,37,CA-2016-117590,12/10/2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,FUR-FU-10003664,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black"
2015-12-27,Central,Office Supplies,113.328,35.415,9,0.2,118.99440000000001,38,CA-2015-117415,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,OFF-EN-10002986,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes"
2015-12-27,Central,Furniture,532.3992,-46.9764,3,0.32,559.0191599999999,39,CA-2015-117415,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,FUR-BO-10002545,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
2015-12-27,Central,Furniture,212.058,-15.147,3,0.3,222.6609,40,CA-2015-117415,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,FUR-CH-10004218,Chairs,"Global Fabric Manager's Chair, Dark Gray"
2015-12-27,Central,Technology,371.168,41.7564,4,0.2,389.7264,41,CA-2015-117415,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,TEC-PH-10000486,Phones,Plantronics HL10 Handset Lifter
2017-09-10,Central,Technology,147.168,16.5564,4,0.2,154.52640000000002,42,CA-2017-120999,9/15/2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,TEC-PH-10004093,Phones,Panasonic Kx-TS550
2016-07-17,West,Office Supplies,77.88,3.894,2,0.0,81.774,43,CA-2016-101343,7/22/2016,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,OFF-ST-10003479,Storage,"Eldon Base for stackable storage shelf, platinum"
2017-09-19,South,Office Supplies,95.616,9.5616,2,0.2,100.3968,44,CA-2017-139619,9/23/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,OFF-ST-10003282,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers"
2016-03-11,Central,Technology,45.98,19.7714,2,0.0,48.278999999999996,45,CA-2016-118255,3/13/2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,TEC-AC-10000171,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack"
2016-03-11,Central,Office Supplies,17.46,8.2062,2,0.0,18.333000000000002,46,CA-2016-118255,3/13/2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,OFF-BI-10003291,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
2014-10-20,Central,Office Supplies,211.96,8.4784,4,0.0,222.55800000000002,47,CA-2014-146703,10/25/2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,OFF-ST-10001713,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
2016-06-20,East,Technology,45.0,4.95,3,0.0,47.25,48,CA-2016-169194,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,TEC-AC-10002167,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
2016-06-20,East,Technology,21.8,6.104,2,0.0,22.89,49,CA-2016-169194,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,TEC-PH-10003988,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
2015-04-18,Central,Office Supplies,38.22,17.9634,6,0.0,40.131,50,CA-2015-115742,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,OFF-BI-10004410,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
2015-04-18,Central,Office Supplies,75.18,35.3346,6,0.0,78.93900000000001,51,CA-2015-115742,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,OFF-LA-10002762,Labels,Avery 485
2015-04-18,Central,Furniture,6.16,2.9568,2,0.0,6.468000000000001,52,CA-2015-115742,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,FUR-FU-10001706,Furnishings,Longer-Life Soft White Bulbs
2015-04-18,Central,Furniture,89.99,17.0981,1,0.0,94.48949999999999,53,CA-2015-115742,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,FUR-CH-10003061,Chairs,"Global Leather Task Chair, Black"
2016-12-11,East,Office Supplies,15.26,6.2566,7,0.0,16.023,54,CA-2016-105816,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,OFF-FA-10000304,Fasteners,Advantus Push Pins
2016-12-11,East,Technology,1029.95,298.6855,5,0.0,1081.4475,55,CA-2016-105816,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,TEC-PH-10002447,Phones,AT&T CL83451 4-Handset Telephone
2016-06-17,East,Office Supplies,208.56,52.14,6,0.0,218.988,56,CA-2016-111682,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,OFF-ST-10000604,Storage,Home/Office Personal File Carts
2016-06-17,East,Office Supplies,32.4,15.552,5,0.0,34.02,57,CA-2016-111682,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,OFF-PA-10001569,Paper,Xerox 232
2016-06-17,East,Furniture,319.41,7.098,5,0.1,335.38050000000004,58,CA-2016-111682,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,FUR-CH-10003968,Chairs,Novimex Turbo Task Chair
2016-06-17,East,Office Supplies,14.56,6.9888,2,0.0,15.288000000000002,59,CA-2016-111682,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,OFF-PA-10000587,Paper,"Array Parchment Paper, Assorted Colors"
2016-06-17,East,Technology,30.0,3.3,2,0.0,31.5,60,CA-2016-111682,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,TEC-AC-10002167,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
2016-06-17,East,Office Supplies,48.48,16.362,4,0.2,50.903999999999996,61,CA-2016-111682,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,OFF-BI-10001460,Binders,Plastic Binding Combs
2016-06-17,East,Office Supplies,1.68,0.84,1,0.0,1.764,62,CA-2016-111682,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,OFF-AR-10001868,Art,Prang Dustless Chalk Sticks
2015-11-24,West,Technology,13.98,6.1512,2,0.0,14.679,63,CA-2015-135545,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,TEC-AC-10004633,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
2015-11-24,West,Office Supplies,25.824,9.3612,6,0.2,27.1152,64,CA-2015-135545,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,OFF-BI-10001078,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
2015-11-24,West,Office Supplies,146.73,68.9631,3,0.0,154.0665,65,CA-2015-135545,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,OFF-PA-10003892,Paper,Xerox 1943
2015-11-24,West,Furniture,79.76,22.3328,4,0.0,83.748,66,CA-2015-135545,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,FUR-FU-10000397,Furnishings,Luxo Economy Swing Arm Lamp
2015-04-30,Central,Furniture,213.115,-15.2225,5,0.3,223.77075000000002,67,US-2015-164175,5/5/2015,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,FUR-CH-10001146,Chairs,"Global Value Mid-Back Manager's Chair, Gray"
2014-12-05,West,Office Supplies,1113.024,111.3024,8,0.2,1168.6752,68,CA-2014-106376,12/10/2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,OFF-AR-10002671,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige"
2014-12-05,West,Technology,167.968,62.988,4,0.2,176.3664,69,CA-2014-106376,12/10/2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,TEC-PH-10002726,Phones,netTALK DUO VoIP Telephone Service
2016-06-04,South,Office Supplies,75.88,35.6636,2,0.0,79.67399999999999,70,CA-2016-119823,6/6/2016,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,OFF-PA-10000482,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
2016-09-18,East,Office Supplies,4.616,1.731,1,0.2,4.8468,71,CA-2016-106075,9/23/2016,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,OFF-BI-10004654,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
2017-09-14,Central,Office Supplies,19.05,8.763,3,0.0,20.0025,72,CA-2017-114440,9/17/2017,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,OFF-PA-10004675,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
2015-04-26,South,Furniture,831.936,-114.3912,8,0.2,873.5328000000001,73,US-2015-134026,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,FUR-CH-10000513,Chairs,High-Back Leather Manager's Chair
2015-04-26,South,Furniture,97.04,1.213,2,0.2,101.89200000000001,74,US-2015-134026,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,FUR-FU-10003708,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
2015-04-26,South,Office Supplies,72.784,-18.196,1,0.2,76.42320000000001,75,US-2015-134026,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,OFF-ST-10004123,Storage,Safco Industrial Wire Shelving System
2017-12-09,Central,Office Supplies,1.248,-1.9344,3,0.8,1.3104,76,US-2017-118038,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,OFF-BI-10004182,Binders,Economy Binders
2017-12-09,Central,Furniture,9.708,-5.8248,3,0.6,10.1934,77,US-2017-118038,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,FUR-FU-10000260,Furnishings,"6"" Cubicle Wall Clock, Black"
2017-12-09,Central,Office Supplies,27.24,2.724,3,0.2,28.602,78,US-2017-118038,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,OFF-ST-10000615,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
2014-11-26,Central,Furniture,19.3,-14.475,5,0.6,20.265,79,US-2014-147606,12/1/2014,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,FUR-FU-10003194,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
2016-06-12,South,Office Supplies,208.16,56.2032,1,0.0,218.568,80,CA-2016-127208,6/15/2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,OFF-AP-10002118,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
2016-06-12,South,Office Supplies,16.74,8.0352,3,0.0,17.576999999999998,81,CA-2016-127208,6/15/2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,OFF-BI-10002309,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings
2014-10-12,West,Office Supplies,14.9,4.172,5,0.0,15.645000000000001,82,CA-2014-139451,10/16/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,OFF-AR-10002053,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
2014-10-12,West,Office Supplies,21.39,6.2031,1,0.0,22.459500000000002,83,CA-2014-139451,10/16/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,OFF-ST-10002370,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
2015-09-03,South,Office Supplies,200.984,62.8075,7,0.2,211.03320000000002,84,CA-2015-149734,9/8/2015,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,OFF-EN-10000927,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
2017-11-13,Central,Office Supplies,230.376,-48.9549,3,0.2,241.8948,85,US-2017-119662,11/16/2017,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,OFF-ST-10003656,Storage,Safco Industrial Wire Shelving
2017-05-28,South,Furniture,301.96,33.2156,2,0.0,317.058,86,CA-2017-140088,5/30/2017,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,FUR-CH-10000863,Chairs,Novimex Swivel Fabric Task Chair
2017-10-26,Central,Technology,19.99,6.7966,1,0.0,20.9895,87,CA-2017-155558,11/2/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,TEC-AC-10001998,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
2017-10-26,Central,Office Supplies,6.16,2.9568,2,0.0,6.468000000000001,88,CA-2017-155558,11/2/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,OFF-LA-10000134,Labels,Avery 511
2016-04-05,Central,Office Supplies,158.368,13.8572,7,0.2,166.28640000000001,89,CA-2016-159695,4/10/2016,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,OFF-ST-10003442,Storage,Eldon Portable Mobile Manager
2016-09-17,West,Office Supplies,20.1,6.633,3,0.0,21.105000000000004,90,CA-2016-109806,9/22/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,OFF-AR-10004930,Art,Turquoise Lead Holder with Pocket Clip
2016-09-17,West,Technology,73.584,8.2782,2,0.2,77.26320000000001,91,CA-2016-109806,9/22/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,TEC-PH-10004093,Phones,Panasonic Kx-TS550
2016-09-17,West,Office Supplies,6.48,3.1104,1,0.0,6.804000000000001,92,CA-2016-109806,9/22/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,OFF-PA-10000304,Paper,Xerox 1995
2015-01-31,Central,Office Supplies,12.96,6.2208,2,0.0,13.608000000000002,93,CA-2015-149587,2/5/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,OFF-PA-10003177,Paper,Xerox 1999
2015-01-31,Central,Furniture,53.34,16.5354,3,0.0,56.007000000000005,94,CA-2015-149587,2/5/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,FUR-FU-10003799,Furnishings,"Seth Thomas 13 1/2"" Wall Clock"
2015-01-31,Central,Office Supplies,32.96,16.1504,2,0.0,34.608000000000004,95,CA-2015-149587,2/5/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,OFF-BI-10002852,Binders,Ibico Standard Transparent Covers
2017-11-06,West,Office Supplies,5.682,-3.788,1,0.7,5.966100000000001,96,US-2017-109484,11/12/2017,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,OFF-BI-10004738,Binders,Flexible Leather- Look Classic Collection Ring Binder
2017-11-09,East,Furniture,96.53,40.5426,7,0.0,101.35650000000001,97,CA-2017-161018,11/11/2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,FUR-FU-10000629,Furnishings,9-3/4 Diameter Round Wall Clock
2017-06-17,West,Office Supplies,51.312,17.9592,3,0.2,53.8776,98,CA-2017-157833,6/20/2017,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,OFF-BI-10001721,Binders,Trimflex Flexible Post Binders
2016-09-06,Central,Office Supplies,77.88,22.5852,6,0.0,81.774,99,CA-2016-149223,9/11/2016,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,OFF-AP-10000358,Appliances,Fellowes Basic Home/Office Series Surge Protectors
2016-08-29,Central,Office Supplies,64.624,22.6184,7,0.2,67.8552,100,CA-2016-158568,9/2/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,OFF-PA-10003256,Paper,Avery Personal Creations Heavyweight Cards
2016-08-29,Central,Technology,95.976,-10.7973,3,0.2,100.7748,101,CA-2016-158568,9/2/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,TEC-AC-10001767,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
2016-08-29,Central,Office Supplies,1.788,-3.0396,3,0.8,1.8774000000000002,102,CA-2016-158568,9/2/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,OFF-BI-10002609,Binders,Avery Hidden Tab Dividers for Binding Systems
